industry_code,industry_sub_code,code,is_main,desc
023,0052,4187,True,【エステル化成品中堅】塗料用樹脂原料が主力。電子材料を強化。
023,0052,4115,True,【芳香系原料中堅】三井系。ファインケミカル路線を推進。
023,0052,6568,True,
023,0053,4021,True,【農薬、電子材料主体】化学や医薬品にも展開。研究開発に注力。
023,0053,4045,True,【中堅化学】アクリル酸関連に強み。瞬間接着剤も収益源。
023,0053,4041,True,【精密化学で先行】農薬、医薬、特殊染料、電子材料に展開。
023,0053,4046,True,【エポキシ樹脂原料首位】医薬中間体や電極など高付加価値品強化。
023,0053,4099,True,【タイヤ向け不溶性硫黄】殺菌剤やプリント基板向け防錆剤も。
023,0053,4107,True,【旭硝子子会社】ヨウ素の生産量は世界でもトップクラス。
023,0054,3405,True,【化学品大手】機能性樹脂、人工皮革など独自開発製品に強み。
023,0054,4202,True,【酢酸セルロース大手】合成樹脂、たばこフィルターなどに強み。
023,0054,4061,True,【中堅化学】ニューセラ、電材、医薬などファイン製品へ展開。
023,0054,4114,True,【触媒、酸化技術に強み】住化が出資。アクリル酸などが柱。
023,0054,4118,True,【塩ビ大手】樹脂、食品、医薬中間体、電子材料など多角化。
023,0054,4008,True,【住友化学系】高吸水性樹脂が主力。半導体用ガス事業にも力。
023,0054,7995,True,【工業用パッキン首位】樹脂、ゴム、金属など製品は多種多様。
023,0054,4410,True,【松ヤニ化学大手】製紙用薬品のほか、電子材料などに展開。
023,0054,4968,True,【松ヤニ化学大手】製紙用薬品や印刷用インキ樹脂が主力。
023,0054,4220,True,【塩ビコンパウンド首位】カレンダーフィルムにも強み。
023,0054,4112,True,【中堅化学メーカー】プリンター関連材料など電子材料が柱。
023,0054,4229,True,【樹脂と糖質が2本柱】フェノール樹脂は世界でも有数。
023,0054,4064,True,【中堅化学】ファインケミカル、樹脂、電子材料などに展開。
023,0054,4635,True,【インキ中堅】共同印刷系。インキ事業の他、化成品も。
023,0054,7891,True,【汎用樹脂中堅】三菱ガス化学系。塗料は自動車向けが中心。
023,0055,4403,True,【油脂系製品大手】脂肪酸からバイオ、医療用食品にも展開。
023,0055,4471,True,【界面活性剤大手】トナー樹脂、高吸水性樹脂などに強み。
023,0055,4365,True,【界面活性剤製造】合成繊維向け製品が主力。高分子の開発強化。
023,0055,4461,True,【界面活性剤大手】水溶性高分子製品や樹脂添加製品を育成。
023,0055,4362,True,【脂肪酸が基盤】化粧品原料、医薬中間体、入浴剤などに力。
023,0055,4463,True,【界面活性剤大手】繊維用防炎加工剤や美容室向け化粧品を製造。
023,0055,4409,True,【界面活性剤大手】特殊溶剤、合成ゴム助剤で高シェアを維持。
023,0055,4465,True,【業務用洗剤が主力】鍋物料理向け固形燃料も高シェア。
023,0055,4406,True,【高級アルコール大手】界面活性剤、医薬中間体にも注力。
023,0055,5010,True,【パラフィン大手】ワックス専業で国内シェアトップ。輸出も拡大。
023,0056,4182,True,【基礎・機能品が主体】メタノール関連会社は世界最大級。
023,0056,4095,True,【金属防錆剤トップ】錆止め薬品、防錆加工、装置を展開。
023,0056,4966,True,【めっき用化学品主力】表面処理装置、めっき加工も展開。
023,0056,4975,True,【めっき表面処理メーカー】表面処理薬品の製造販売。めっき装置も扱う。
023,0056,4025,True,【化学肥料大手】人造肥料の草分け。水処理薬剤なども。
023,0056,4109,True,【フッ素化合物大手】半導体洗浄剤用など高純度化合物に強み。
023,0056,4971,True,【電子基板製造用薬品】銅表面処理剤が主力。研究開発に注力。
023,0056,4092,True,【無機薬品メーカー】リン製品、クロム塩類のシェア高い。
023,0056,4963,True,【製紙用薬品】旧日本PMCと旧星光化学工業が合併し発足。
023,0056,4094,True,【無機化学薬品大手】めっき薬品が主力。東南アジアに積極展開。
023,0056,4973,True,【貴金属めっき用薬品の開発・販売】プリント基板向けが主力。
023,0056,4462,True,【ハンダめっき液大手】電子部品、自動車分野などに展開。
023,0056,4022,True,【中堅化学】リン系製品や高純度無機素材などIT関連に強み。
023,0056,4962,True,【特殊化学品】電子産業向けが中心。繊維用油剤にも強み。
023,0056,4990,True,【ろ過助剤】ビールなど食品向けが主力。プール用殺菌剤や建材も。
023,0056,4960,True,【紫外線吸収剤大手】製紙用薬剤、電子材料などに展開。
023,0056,4976,True,【固体被膜潤滑剤製造】自動車や精密機械向けに製造・販売。
023,0056,4124,True,【化学素材の蒸留作業を受託】素材の研究開発段階からサポート
023,0056,4361,True,【ゴム薬品大手】タイヤメーカーなどに販売。樹脂薬品も展開。
023,0057,4027,True,【酸化チタン大手】化粧品向けなど高付加価値品強い。
023,0057,4078,True,【酸化チタン大手】チタン酸バリウムなど電子材料も強化中。
023,0057,4028,True,【酸化チタン首位】自社開発農薬は販売提携を進めて世界展開。
023,0057,4098,True,【酸化チタン中堅】超微粒子酸化チタンに展開。中国に合弁会社。
023,0058,5015,True,【潤滑油大手】英BPグループ。傘下2社が合併して誕生。
023,0058,5013,True,【金属工作用油剤最大手】自動車や鉄鋼、機械向け。海外強化。
023,0058,5018,True,【化学品の製造販売】自動車やHDD向け特殊潤滑油に強み。
023,0060,4612,True,【塗料大手】建築、自動車用が主力。アジアでも積極展開。
023,0060,4613,True,【自動車用塗料が中心】塗料大手。国内、アジアで高シェア。
023,0060,4631,True,【インキ世界首位】インキ、樹脂軸に展開。アジアや欧米での販売強化。
023,0060,4634,True,【総合インキメーカー】凸版印刷系。サカタインクスと資本・業務提携。
023,0060,4628,True,【塗料中堅】高付加価値製品に強み。建築仕上げ塗料は国内首位。
023,0060,4633,True,【印刷インキ大手】東洋インキと資本・業務提携。新聞用に強い。
023,0060,4617,True,【船舶用塗料トップ】工業用塗料なども展開。海外に幅広い販売網。
023,0060,4116,True,【顔料最大手】合成樹脂着色剤など2次製品の拡大に力点。
023,0060,4611,True,【総合塗料メーカー】建材、重防食、車両が強い。自動車も展開。
023,0060,4636,True,【印刷用インキ製造】UVインキで国内トップ。海外展開を加速。
023,0060,4621,True,【自動車補修用の大手】独立系。汎用塗料にも強み。無借金。
023,0060,4620,True,【フジクラ系】コーティング材が主力。電子材料や樹脂も手掛ける。
023,0060,4627,True,【塗料メーカー】特殊品が中心。LCD用高分子材料が成長の柱。
023,0060,6513,True,【電源機器メーカー】システム機器、合成樹脂塗料も収益の柱。
023,0060,5695,True,【電子複写機キャリア大手】三井金属系。現像用粉末剤などが主力。
023,0060,4624,True,【自動車補修用が主力】中堅塗料メーカー。建築用、道路用も展開。
023,0060,4623,True,【家庭用塗料の大手】壁紙など日用雑貨品にも力を入れる。
023,0060,4615,True,【住友化学系】塗料中堅。アクサルタと自動車用で提携。
023,0060,4629,True,【シンナー大手】単一溶剤類が主力。印刷用シンナーなど多種類。
023,0060,7953,True,【建築仕上げ材大手】建築仕上げ材が売り上げの大半を占める。
023,0060,4625,True,【塗料大手】工場、施設の床材、屋根用塗料と道路用塗料に強み。
023,0060,4119,True,【樹脂着色剤大手】樹脂コンパウンドも。東南アジアを強化。
023,0060,4102,True,【炭酸カルシウム大手】塗料、ゴム、合成樹脂など用途多彩。
023,0060,4616,True,【塗料中堅】プレハブ住宅用、機械用など展開。三井物、関西ペと協力。
023,0061,4091,True,【工業ガス最大手】日本酸素と大陽東洋酸素が合併し発足。
023,0061,4088,True,【工業用ガス大手】鉄鋼、半導体向けに強み。医療用も。
023,0061,4097,True,【溶解アセチレン最大手】接着剤、塗料などファイン分野に注力。
023,0061,6137,True,【ガス工作機械】プラズマ・ガス切断機のトップメーカー。
023,0061,4093,True,【アセチレン中堅】工業用ガスが主力。東北地方が地盤。
