code,industry_code,industry_sub_code,is_main,desc,industry_sub_name,num,industry_name,nk225,nk225hdy,nk225de,nk225ge,jpxnkms,nkcrs50,date,name,category,industry33code,industry33category,industry17code,industry17category,sizecode,sizecategory
9504,12,21,true,【産業大口の自家発電比率高い】石炭火力発電所運営に強み。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,中国電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
9508,12,21,true,【電力5位】全国の離島発電の6割が集中。原子力比率高い。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,九州電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
9513,12,21,true,【電力卸】石炭火力と水力が主体。電力各社に供給。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,電源開発,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
9507,12,21,true,【原発比率高い】地元の電力需要は底堅い。プルサーマルも導入。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,四国電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
9505,12,21,true,【水力の比重大きい】主に北陸3県に供給。出水率が収益に影響。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,北陸電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
9509,12,21,true,【高い原発依存】原発事故前4割。運転停止で経営に打撃。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,北海道電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
1364,-1,-1,false,"","",-1,,false,false,false,false,false,false,2019-09-30 00:00:00.000000,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF・ETN,0,,0,,0,
9511,12,21,true,【民生用中心】天候が需要動向を左右。離島コスト低減が課題。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,沖縄電力,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,6,TOPIX Small 1
9519,12,21,true,【太陽光発電が中心】再生エネに特化し、電力会社などに売却。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,レノバ,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,7,TOPIX Small 2
9517,12,21,true,【新電力】余剰電力を買い取り顧客に割安販売。自社電源も保有。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,イーレックス,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,6,TOPIX Small 1
9514,12,21,true,【省エネ支援】企業のエネルギー費削減を支援。発電事業も。,電力供給サービス,16,電力・ガス,false,false,false,false,true,false,2019-09-30 00:00:00.000000,エフオン,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,7,TOPIX Small 2
3498,12,21,true,【太陽光発電施設】開発してファンドに売却。ホテルや保育園も。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,霞ヶ関キャピタル,マザーズ（内国株）,8050,不動産業,17,不動産 ,0,
3777,12,21,true,【ソフト開発】リナックス関連などソフト開発・販売が主力。,電力供給サービス,16,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,ＦＨＴホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,0,
9531,12,22,true,【都市ガス最大手】顧客数は1000万突破。電力事業を拡大。,ガス供給サービス,13,電力・ガス,true,false,true,false,false,false,2019-09-30 00:00:00.000000,東京瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,2,TOPIX Large70
9532,12,22,true,【都市ガス2位】自家発電代行、不動産に展開。海外投資に積極的。,ガス供給サービス,13,電力・ガス,true,false,true,false,false,false,2019-09-30 00:00:00.000000,大阪瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
9533,12,22,true,【都市ガス3位】顧客数は200万件超。コージェネに注力。,ガス供給サービス,13,電力・ガス,false,false,false,false,false,false,2019-09-30 00:00:00.000000,東邦瓦斯,市場第一部（内国株）,4050,電気・ガス業,11,電力・ガス ,4,TOPIX Mid400
3167,12,22,true,【LPG販売・CATV事業】静岡県を中心に首都圏にも展開。,ガス供給サービス,13,電力・ガス,false,false,false,false,true,false,2019-09-30 00:00:00.000000,ＴＯＫＡＩホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
